CentroNv2,Mes Ano,Regiao_IM,Municipio,UF,Transações
L5114-106 ASA SUL,2025-02-01,DF,BRASÍLIA,DF,4029
L5116-ENSEADA,2025-02-01,Litoral,GUARUJÁ,SP,5347
L5117-NOVA GRANADA,2025-02-01,RMSP,OSASCO,SP,9238
L5118-ARACATUBA,2025-02-01,Interior,ARAÇATUBA,SP,2900
L5119-AGUAS CLARAS (ARAUCARIAS),2025-02-01,DF,BRASÍLIA,DF,6681
L5120-ITU,2025-02-01,Interior,ITU,SP,5156
L5121-VILA MASCOTE,2025-02-01,Capital,SÃO PAULO,SP,9571
L5122-PONTE RASA,2025-02-01,Capital,SÃO PAULO,SP,9769
L5123-SAO VICENTE,2025-02-01,Litoral,SÃO VICENTE,SP,7986
L5124-BOTUCATU,2025-02-01,Interior,BOTUCATU,SP,4488
L5126-CELSO GARCIA,2025-02-01,Capital,SÃO PAULO,SP,8571
L5127-SAO ROQUE,2025-02-01,Interior,SÃO ROQUE,SP,8131
L5129-REAL PARQUE,2025-02-01,Capital,SÃO PAULO,SP,3006
L5130-TUPI,2025-02-01,Litoral,PRAIA GRANDE,SP,7366
L5131-TAUBATE SAO GERALDO,2025-02-01,Interior,TAUBATÉ,SP,5420
L5132-CANTO DO FORTE,2025-02-01,Litoral,PRAIA GRANDE,SP,7327
L5134-GILBERTO SALOMAO,2025-02-01,DF,BRASÍLIA,DF,3645
L5135-402 ASA SUL,2025-02-01,DF,BRASÍLIA,DF,3380
L5136-RIB.PRETO ALTO DA BOA VISTA,2025-02-01,Interior,RIBEIRÃO PRETO,SP,4154
L5138-306 ASA NORTE,2025-02-01,DF,BRASÍLIA,DF,6390
L5139-SBC RUDGE RAMOS,2025-02-01,RMSP,SÃO BERNARDO DO CAMPO,SP,7826
L5140-OSASCO KM 18,2025-02-01,RMSP,OSASCO,SP,8230
L5141-ALTO TAQUARAL,2025-02-01,Interior,CAMPINAS,SP,4409
L5142-MARILIA,2025-02-01,Interior,MARÍLIA,SP,3560
L5143-AQUARIUS,2025-02-01,Interior,SÃO JOSÉ DOS CAMPOS,SP,6351
L5144-EMBU DAS ARTES,2025-02-01,RMSP,EMBU DAS ARTES,SP,6445
L5145-TAMBORE,2025-02-01,RMSP,SANTANA DE PARNAÍBA,SP,3524
L5146-ITATIBA,2025-02-01,Interior,ITATIBA,SP,4322
L5147-ROLAND GARROS,2025-02-01,Capital,SÃO PAULO,SP,5598
L5148-PARQUE DO CARMO,2025-02-01,Capital,SÃO PAULO,SP,7285
L5149-ALTO DA MOOCA,2025-02-01,Capital,SÃO PAULO,SP,9619
L5150-ARARAQUARA,2025-02-01,Interior,ARARAQUARA,SP,4643
L5151-PINDAMONHANGABA,2025-02-01,Interior,PINDAMONHANGABA,SP,3295
L5152-ALTO DA BOA VISTA,2025-02-01,Capital,SÃO PAULO,SP,8177
L5153-EMBARE,2025-02-01,Litoral,SANTOS,SP,11461
L5154-RIO CLARO,2025-02-01,Interior,RIO CLARO,SP,3170
L5155-SUZANO,2025-02-01,RMSP,SUZANO,SP,6116
L5156-JARDIM PRUDENCIA,2025-02-01,Capital,SÃO PAULO,SP,8076
L5158-LEBLON,2025-02-01,RJ,RIO DE JANEIRO,RJ,6262
L5159-COTIA KM 39,2025-02-01,RMSP,COTIA,SP,7053
L5160-GUARATINGUETA,2025-02-01,Interior,GUARATINGUETÁ,SP,5283
L5161-ITANHAEM,2025-02-01,Litoral,ITANHAÉM,SP,7019
L5163-TAQUARI,2025-02-01,DF,BRASÍLIA,DF,4187
L5164-ITAPETININGA,2025-02-01,Interior,ITAPETININGA,SP,4113
L5165-MOGI DAS CRUZES MOGILAR,2025-02-01,RMSP,MOGI DAS CRUZES,SP,5935
L5166-MAIRIPORA,2025-02-01,RMSP,MAIRIPORÃ,SP,8653
L5168-SALTO,2025-02-01,Interior,SALTO,SP,4550
L5169-JACAREI,2025-02-01,Interior,JACAREÍ,SP,6194
L5172-PRESIDENTE PRUDENTE,2025-02-01,Interior,PRESIDENTE PRUDENTE,SP,3782
L5173-PERUIBE,2025-02-01,Litoral,PERUÍBE,SP,6332
L5174-PERI PERI,2025-02-01,Capital,SÃO PAULO,SP,5279
L5175-PARQUE SAO LUCAS,2025-02-01,Capital,SÃO PAULO,SP,9017
L5176-BRAGANCA PAULISTA,2025-02-01,Interior,BRAGANÇA PAULISTA,SP,9740
L5177-FREGUESIA DO O,2025-02-01,Capital,SÃO PAULO,SP,6791
L5178-PERIMETRAL,2025-02-01,RMSP,SANTO ANDRÉ,SP,7153
L5179-VILA YARA,2025-02-01,RMSP,OSASCO,SP,8498
L5180-FREI CANECA,2025-02-01,Capital,SÃO PAULO,SP,8239
L5181-RIBEIRAO PIRES,2025-02-01,RMSP,RIBEIRÃO PIRES,SP,1003
L5182-SAO JOSE DO RIO PRETO (DAMHA),2025-02-01,Interior,SÃO JOSÉ DO RIO PRETO,SP,3628
L5184-PRACA VARNHAGEM,2025-02-01,RJ,RIO DE JANEIRO,RJ,8043
L5185-CLODOMIRO,2025-02-01,Capital,SÃO PAULO,SP,4202
L5186-VILA DAS MERCES,2025-02-01,Capital,SÃO PAULO,SP,7260
L5187-MUTIRAO,2025-02-01,GO,GOIÂNIA,GO,3250
L5188-CAJAMAR,2025-02-01,RMSP,CAJAMAR,SP,7955
L5192-ALPHAVILLE CONDE,2025-02-01,RMSP,BARUERI,SP,7044
L5193-COTIA,2025-02-01,RMSP,COTIA,SP,6808
L5195-LEME,2025-02-01,Interior,LEME,SP,2785
L5197-LIMEIRA,2025-02-01,Interior,LIMEIRA,SP,3548
L5198-VILA RESENDE,2025-02-01,Interior,PIRACICABA,SP,4178
L5199-CASA VERDE,2025-02-01,Capital,SÃO PAULO,SP,6394
L5200-JUVENTUS,2025-02-01,Capital,SÃO PAULO,SP,5720
L5201-ANA COSTA,2025-02-01,Litoral,SANTOS,SP,9368
L5202-VILA CAICARA,2025-02-01,Litoral,PRAIA GRANDE,SP,8401
L5204-ITAQUA,2025-02-01,RMSP,ITAQUAQUECETUBA,SP,5771
L5205-GRANJA KM 26,2025-02-01,RMSP,COTIA,SP,3338
L5206-CACHOEIRINHA,2025-02-01,Capital,SÃO PAULO,SP,4929
L5207-SANTO ANDRE ORATORIO,2025-02-01,RMSP,SANTO ANDRÉ,SP,9058
L5209-ITABERABA,2025-02-01,Capital,SÃO PAULO,SP,7342
L5210-CAMPANELLA,2025-02-01,Capital,SÃO PAULO,SP,8436
L5213-REMEDIOS ONIX,2025-02-01,Capital,SÃO PAULO,SP,6168
L5214-SAO MIGUEL,2025-02-01,Capital,SÃO PAULO,SP,6803
L5215-VILA EMA,2025-02-01,Capital,SÃO PAULO,SP,6982
L5216-UBATUBA,2025-02-01,Litoral,UBATUBA,SP,5046
L5218-PARELHEIROS,2025-02-01,Capital,SÃO PAULO,SP,8890
L5219-AV. ITAQUERA,2025-02-01,Capital,SÃO PAULO,SP,7089
L5220-PLANALTO,2025-02-01,RMSP,SÃO BERNARDO DO CAMPO,SP,4733
L5221-BARUERI (BETHAVILLE),2025-02-01,RMSP,BARUERI,SP,6854
L5223-CAMPO LIMPO,2025-02-01,Capital,SÃO PAULO,SP,12168
L5225-ARUJA,2025-02-01,RMSP,ARUJÁ,SP,6104
L5227-CRUZEIRO,2025-02-01,Interior,CRUZEIRO,SP,5091
L5229-GLAUCIO GIL,2025-02-01,RJ,RIO DE JANEIRO,RJ,7026
L5230-LARGO DO MACHADO,2025-02-01,RJ,RIO DE JANEIRO,RJ,11689
L5231-SOROCABA PANNUNZIO,2025-02-01,Interior,SOROCABA,SP,5984
L5232-PARQUE ECOLOGICO,2025-02-01,Interior,INDAIATUBA,SP,7604
L5233-MONGAGUA,2025-02-01,Litoral,MONGAGUÁ,SP,7038
L5235-LOUVEIRA,2025-02-01,Interior,LOUVEIRA,SP,3713
L5236-JACAREI VILLA BRANCA,2025-02-01,Interior,JACAREÍ,SP,4444
L5237-PAULINIA,2025-02-01,Interior,PAULÍNIA,SP,6482
L5239-CACAPAVA,2025-02-01,Interior,CAÇAPAVA,SP,4242
L5240-BARAO GERALDO,2025-02-01,Interior,CAMPINAS,SP,4927
L5241-ITAPEVI,2025-02-01,RMSP,ITAPEVI,SP,6970
L5242-RECREIO,2025-02-01,RJ,RIO DE JANEIRO,RJ,3472
L5243-MONTE CASTELO,2025-02-01,Interior,SÃO JOSÉ DOS CAMPOS,SP,4680
L5244-TAGUATINGA SUL,2025-02-01,DF,BRASÍLIA,DF,4340
L5245-MAUA 2,2025-02-01,RMSP,MAUÁ,SP,7925
L5246-MALL MULTI GERMINARE,2025-02-01,Capital,SÃO PAULO,SP,11973
L5248-SBC PEREIRA BARRETO,2025-02-01,RMSP,SÃO BERNARDO DO CAMPO,SP,6613
L5249-SANTA TERESINHA,2025-02-01,RMSP,SANTO ANDRÉ,SP,7705
L5250-VILA RICA,2025-02-01,Capital,SÃO PAULO,SP,7004
L5251-JANGADEIROS,2025-02-01,Capital,SÃO PAULO,SP,6023
L5252-14 DE DEZEMBRO,2025-02-01,Interior,JUNDIAÍ,SP,6232
L5253-HORTO,2025-02-01,Capital,SÃO PAULO,SP,5498
L5259-ALL WAYS MALL,2025-02-01,RJ,RIO DE JANEIRO,RJ,4544
L5261-UNIMART,2025-02-01,Interior,CAMPINAS,SP,6371
L5262-URBANOVA,2025-02-01,Interior,SÃO JOSÉ DOS CAMPOS,SP,3271
L5266-MATEO BEI,2025-02-01,Capital,SÃO PAULO,SP,6720
L5267-JAU,2025-02-01,Interior,JAÚ,SP,2236
L5268-TIBURCIO,2025-02-01,Capital,SÃO PAULO,SP,7219
L5272-ILHABELA,2025-02-01,Litoral,ILHABELA,SP,5929
L5273-MORRO GRANDE,2025-02-01,Capital,SÃO PAULO,SP,5256
L5277-VILA CURUCA (NORDESTINA),2025-02-01,Capital,SÃO PAULO,SP,6837
L5278-ITAPECERICA DA SERRA,2025-02-01,RMSP,ITAPECERICA DA SERRA,SP,6050
L5279-BOX CAIEIRAS,2025-02-01,RMSP,CAIEIRAS,SP,4438
L5281-OLIVEIRA FREIRE,2025-02-01,Capital,SÃO PAULO,SP,5257
L5282-PARQUE OLIMPICO,2025-02-01,RJ,RIO DE JANEIRO,RJ,7409
L5283-ALDEIA DA SERRA,2025-02-01,RMSP,BARUERI,SP,4332
L5284-25 DE AGOSTO,2025-02-01,RJ,DUQUE DE CAXIAS,RJ,4342
L5290-SAO LOURENCO,2025-02-01,Litoral,BERTIOGA,SP,0
L5001-RIBEIRAO PRETO (0217),2025-03-01,Interior,RIBEIRÃO PRETO,SP,9801
L5002-ALPHAVILLE (0290),2025-03-01,RMSP,BARUERI,SP,8422
L5003-LINS (0340),2025-03-01,Interior,LINS,SP,7576
L5004-CAMPO BELO (0448),2025-03-01,Capital,SÃO PAULO,SP,6861
L5005-BROOKLIN (0475),2025-03-01,Capital,SÃO PAULO,SP,6330
L5006-MARAJOARA (0487),2025-03-01,Capital,SÃO PAULO,SP,9034
L5007-KLABIN (0496),2025-03-01,Capital,SÃO PAULO,SP,4186
L5008-SCS MAUA (0500),2025-03-01,RMSP,SÃO CAETANO DO SUL,SP,6277
L5009-PIRITUBA (0508),2025-03-01,Capital,SÃO PAULO,SP,9232
L5012-SOROCABA (0527),2025-03-01,Interior,SOROCABA,SP,2858
L5013-GRANJA VIANA (0545),2025-03-01,RMSP,COTIA,SP,6402
L5014-ROUXINOL (0567),2025-03-01,Capital,SÃO PAULO,SP,6854
L5015-BARAO ITAPURA (0570),2025-03-01,Interior,CAMPINAS,SP,4496
L5016-ANDRADINA (0573),2025-03-01,Interior,ANDRADINA,SP,4175
L5017-LEOPOLDINA (0576),2025-03-01,Capital,SÃO PAULO,SP,5404
L5018-MOEMA JURUCE (0584),2025-03-01,Capital,SÃO PAULO,SP,8854
L5019-ANGELICA (0684),2025-03-01,Capital,SÃO PAULO,SP,9701
L5020-VILA MARIANA 2 (0779),2025-03-01,Capital,SÃO PAULO,SP,8170
L5021-VILA SAUDE (0782),2025-03-01,Capital,SÃO PAULO,SP,9552
L5022-SAO CAETANO CENTRO (0811),2025-03-01,RMSP,SÃO CAETANO DO SUL,SP,10222
L5023-JOSE BONIFACIO (0813),2025-03-01,Interior,CAMPINAS,SP,4638
L5024-VALINHOS (0814),2025-03-01,Interior,VALINHOS,SP,8778
L5025-PANAMBY (0817),2025-03-01,Capital,SÃO PAULO,SP,8338
L5026-VILA MARIA (0818),2025-03-01,Capital,SÃO PAULO,SP,6326
L5027-ACLIMACAO (0851),2025-03-01,Capital,SÃO PAULO,SP,9133
L5028-VILA PAULICEIA (0853),2025-03-01,Capital,SÃO PAULO,SP,6125
L5030-SAUDADE (0856),2025-03-01,Interior,CAMPINAS,SP,8259
L5031-PERDIZES (0860),2025-03-01,Capital,SÃO PAULO,SP,8376
L5033-SANTANA (0868),2025-03-01,Capital,SÃO PAULO,SP,4217
L5034-D. PEDRO ll (0873),2025-03-01,RMSP,SANTO ANDRÉ,SP,7104
L5035-TREMEMBE (0875),2025-03-01,Capital,SÃO PAULO,SP,6939
L5037-VILA ROMANA (0880),2025-03-01,Capital,SÃO PAULO,SP,5915
L5038-SAO JOSE DOS CAMPOS (0886),2025-03-01,Interior,SÃO JOSÉ DOS CAMPOS,SP,7992
L5039-ZELINA (1208),2025-03-01,Capital,SÃO PAULO,SP,8447
L5040-GUARULHOS (1211),2025-03-01,RMSP,GUARULHOS,SP,8670
L5041-TAUBATE (1224),2025-03-01,Interior,TAUBATÉ,SP,5009
L5042-IPIRANGA (1237),2025-03-01,Capital,SÃO PAULO,SP,10864
L5043-PORTUGAL (1239),2025-03-01,RMSP,SANTO ANDRÉ,SP,8391
L5044-INDAIATUBA (1243),2025-03-01,Interior,INDAIATUBA,SP,8334
L5045-TATUAPE (1247),2025-03-01,Capital,SÃO PAULO,SP,7899
L5046-VILA CARRAO (1248),2025-03-01,Capital,SÃO PAULO,SP,9154
L5047-SAO BERNARDO (1255),2025-03-01,RMSP,SÃO BERNARDO DO CAMPO,SP,10333
L5048-SJC ANDROMEDA (1261),2025-03-01,Interior,SÃO JOSÉ DOS CAMPOS,SP,7026
L5049-RIB.PRETO INDEPENDENCIA (1266),2025-03-01,Interior,RIBEIRÃO PRETO,SP,3575
L5050-SOROCABA W.LUIZ (1273),2025-03-01,Interior,SOROCABA,SP,6466
L5051-VILA PRUDENTE (1276),2025-03-01,Capital,SÃO PAULO,SP,7250
L5052-PINHEIROS (1277),2025-03-01,Capital,SÃO PAULO,SP,4511
L5053-MORUMBI (1278),2025-03-01,Capital,SÃO PAULO,SP,7283
L5054-PLANALTO (1279),2025-03-01,Capital,SÃO PAULO,SP,7051
L5055-CAMBUCI (1284),2025-03-01,Capital,SÃO PAULO,SP,10404
L5056-PENHA (1285),2025-03-01,Capital,SÃO PAULO,SP,10558
L5057-BOQUEIRAO (1289),2025-03-01,Litoral,SANTOS,SP,9543
L5058-JD. BONFIGLIOLI (1291),2025-03-01,Capital,SÃO PAULO,SP,9696
L5059-TUTOIA (1294),2025-03-01,Capital,SÃO PAULO,SP,6566
L5060-RIVIERA (1300),2025-03-01,Litoral,BERTIOGA,SP,6464
L5061-BOSQUE MAIA (1304),2025-03-01,RMSP,GUARULHOS,SP,7019
L5062-ASSUNCAO (1310),2025-03-01,RMSP,SÃO BERNARDO DO CAMPO,SP,13101
L5063-SAO CAMILO (1311),2025-03-01,RMSP,COTIA,SP,5385
L5064-CHACARA INGLESA (1312),2025-03-01,Capital,SÃO PAULO,SP,8044
L5065-LINS DE VASCONCELOS (1313),2025-03-01,Capital,SÃO PAULO,SP,7918
L5066-CARAPICUIBA (1317),2025-03-01,RMSP,CARAPICUÍBA,SP,6566
L5067-CHACARA ST. ANTONIO (1318),2025-03-01,Capital,SÃO PAULO,SP,7273
L5068-BOSQUE DA SAUDE (1321),2025-03-01,Capital,SÃO PAULO,SP,9547
L5069-AGUA RASA (1322),2025-03-01,Capital,SÃO PAULO,SP,7896
L5070-BORGES LAGOA (1323),2025-03-01,Capital,SÃO PAULO,SP,5412
L5071-BELA VISTA (1326),2025-03-01,Capital,SÃO PAULO,SP,10505
L5072-SERRA DE JAPI (1330),2025-03-01,Capital,SÃO PAULO,SP,7619
L5073-VILA GUILHERME (1331),2025-03-01,Capital,SÃO PAULO,SP,7986
L5074-VOLUNTARIOS DA PATRIA (1335),2025-03-01,Capital,SÃO PAULO,SP,5125
L5076-PIRACICABA (1337),2025-03-01,Interior,PIRACICABA,SP,5993
L5077-OSCAR FREIRE (1341),2025-03-01,Capital,SÃO PAULO,SP,7172
L5078-CAMPO BELO 2 (1342),2025-03-01,Capital,SÃO PAULO,SP,4635
L5081-VILA OLIMPIA (1345),2025-03-01,Capital,SÃO PAULO,SP,4620
L5082-VILA ANDRADE (1346),2025-03-01,Capital,SÃO PAULO,SP,7384
L5083-BARCELONA (1347),2025-03-01,RMSP,SÃO CAETANO DO SUL,SP,5978
L5084-GUAIPA (1349),2025-03-01,Capital,SÃO PAULO,SP,6270
L5086-PORTAL DO MORUMBI (1352),2025-03-01,Capital,SÃO PAULO,SP,12258
L5087-ALBERTO ANDALO (1353),2025-03-01,Interior,SÃO JOSÉ DO RIO PRETO,SP,4433
L5088-PONTA DA PRAIA (1363),2025-03-01,Litoral,SANTOS,SP,11566
L5089-BOA VISTA (1364),2025-03-01,RMSP,SÃO CAETANO DO SUL,SP,7842
L5090-NORTE SUL (1365),2025-03-01,Interior,CAMPINAS,SP,4317
L5091-NOVA CANTAREIRA (1366),2025-03-01,Capital,SÃO PAULO,SP,7259
L5092-VILA AUGUSTA (1374),2025-03-01,RMSP,GUARULHOS,SP,7471
L5093-PERDIZES 2 (1376),2025-03-01,Capital,SÃO PAULO,SP,6399
L5095-VILLA LOBOS (1380),2025-03-01,Capital,SÃO PAULO,SP,3331
L5097-JUNDIAI (1404),2025-03-01,Interior,JUNDIAÍ,SP,6420
L5098-AUTONOMISTAS (1405),2025-03-01,RMSP,OSASCO,SP,9477
L5099-VILA MATILDE (1421),2025-03-01,Capital,SÃO PAULO,SP,10482
L5100-INTERLAGOS (1431),2025-03-01,Capital,SÃO PAULO,SP,7579
L5101-CIDADE SAO FRANCISCO (1432),2025-03-01,Capital,SÃO PAULO,SP,7371
L5102-POMPEIA DESEMBARGADOR (1449),2025-03-01,Capital,SÃO PAULO,SP,7510
L5103-ATIBAIA (1454),2025-03-01,Interior,ATIBAIA,SP,13736
L5105-DOM PEDRO I (1457),2025-03-01,RMSP,SANTO ANDRÉ,SP,8164
L5106-GUILHERMINA (1516),2025-03-01,Litoral,PRAIA GRANDE,SP,7914
L5107-MANDAQUI (1521),2025-03-01,Capital,SÃO PAULO,SP,6336
L5108-MOGI DAS CRUZES (1527),2025-03-01,RMSP,MOGI DAS CRUZES,SP,6419
L5109-SANTOS POMPEIA,2025-03-01,Litoral,SANTOS,SP,10036
L5111-VINHEDO,2025-03-01,Interior,VINHEDO,SP,3863
L5112-BAURU,2025-03-01,Interior,BAURU,SP,3132
L5113-ANASTACIO,2025-03-01,Capital,SÃO PAULO,SP,8803
L5114-106 ASA SUL,2025-03-01,DF,BRASÍLIA,DF,4341
L5116-ENSEADA,2025-03-01,Litoral,GUARUJÁ,SP,6081
L5117-NOVA GRANADA,2025-03-01,RMSP,OSASCO,SP,10260
L5118-ARACATUBA,2025-03-01,Interior,ARAÇATUBA,SP,3216
L5119-AGUAS CLARAS (ARAUCARIAS),2025-03-01,DF,BRASÍLIA,DF,7511
L5120-ITU,2025-03-01,Interior,ITU,SP,6124
L5121-VILA MASCOTE,2025-03-01,Capital,SÃO PAULO,SP,10486
L5122-PONTE RASA,2025-03-01,Capital,SÃO PAULO,SP,10969
L5123-SAO VICENTE,2025-03-01,Litoral,SÃO VICENTE,SP,9243
L5124-BOTUCATU,2025-03-01,Interior,BOTUCATU,SP,5062
L5126-CELSO GARCIA,2025-03-01,Capital,SÃO PAULO,SP,9551
L5127-SAO ROQUE,2025-03-01,Interior,SÃO ROQUE,SP,9475
L5129-REAL PARQUE,2025-03-01,Capital,SÃO PAULO,SP,3285
L5130-TUPI,2025-03-01,Litoral,PRAIA GRANDE,SP,8734
L5131-TAUBATE SAO GERALDO,2025-03-01,Interior,TAUBATÉ,SP,6157
L5132-CANTO DO FORTE,2025-03-01,Litoral,PRAIA GRANDE,SP,8318
L5134-GILBERTO SALOMAO,2025-03-01,DF,BRASÍLIA,DF,3839
L5135-402 ASA SUL,2025-03-01,DF,BRASÍLIA,DF,3605
L5136-RIB.PRETO ALTO DA BOA VISTA,2025-03-01,Interior,RIBEIRÃO PRETO,SP,4557
L5138-306 ASA NORTE,2025-03-01,DF,BRASÍLIA,DF,6965
L5139-SBC RUDGE RAMOS,2025-03-01,RMSP,SÃO BERNARDO DO CAMPO,SP,8454
L5140-OSASCO KM 18,2025-03-01,RMSP,OSASCO,SP,9642
L5141-ALTO TAQUARAL,2025-03-01,Interior,CAMPINAS,SP,5011
L5142-MARILIA,2025-03-01,Interior,MARÍLIA,SP,4107
L5143-AQUARIUS,2025-03-01,Interior,SÃO JOSÉ DOS CAMPOS,SP,6928
L5144-EMBU DAS ARTES,2025-03-01,RMSP,EMBU DAS ARTES,SP,7718
L5145-TAMBORE,2025-03-01,RMSP,SANTANA DE PARNAÍBA,SP,3777
L5146-ITATIBA,2025-03-01,Interior,ITATIBA,SP,5027
L5147-ROLAND GARROS,2025-03-01,Capital,SÃO PAULO,SP,6560
L5148-PARQUE DO CARMO,2025-03-01,Capital,SÃO PAULO,SP,8602
L5149-ALTO DA MOOCA,2025-03-01,Capital,SÃO PAULO,SP,11065
L5150-ARARAQUARA,2025-03-01,Interior,ARARAQUARA,SP,5270
L5151-PINDAMONHANGABA,2025-03-01,Interior,PINDAMONHANGABA,SP,3938
L5152-ALTO DA BOA VISTA,2025-03-01,Capital,SÃO PAULO,SP,8974
L5153-EMBARE,2025-03-01,Litoral,SANTOS,SP,12950
L5154-RIO CLARO,2025-03-01,Interior,RIO CLARO,SP,3690
L5155-SUZANO,2025-03-01,RMSP,SUZANO,SP,7179
L5156-JARDIM PRUDENCIA,2025-03-01,Capital,SÃO PAULO,SP,9373
L5158-LEBLON,2025-03-01,RJ,RIO DE JANEIRO,RJ,6376
L5159-COTIA KM 39,2025-03-01,RMSP,COTIA,SP,8232
L5160-GUARATINGUETA,2025-03-01,Interior,GUARATINGUETÁ,SP,6077
L5161-ITANHAEM,2025-03-01,Litoral,ITANHAÉM,SP,8323
L5163-TAQUARI,2025-03-01,DF,BRASÍLIA,DF,4625
L5164-ITAPETININGA,2025-03-01,Interior,ITAPETININGA,SP,4867
L5165-MOGI DAS CRUZES MOGILAR,2025-03-01,RMSP,MOGI DAS CRUZES,SP,6591
L5166-MAIRIPORA,2025-03-01,RMSP,MAIRIPORÃ,SP,9932
L5168-SALTO,2025-03-01,Interior,SALTO,SP,5522
L5169-JACAREI,2025-03-01,Interior,JACAREÍ,SP,7113
L5172-PRESIDENTE PRUDENTE,2025-03-01,Interior,PRESIDENTE PRUDENTE,SP,4454
L5173-PERUIBE,2025-03-01,Litoral,PERUÍBE,SP,7544
L5174-PERI PERI,2025-03-01,Capital,SÃO PAULO,SP,6109
L5175-PARQUE SAO LUCAS,2025-03-01,Capital,SÃO PAULO,SP,10241
L5176-BRAGANCA PAULISTA,2025-03-01,Interior,BRAGANÇA PAULISTA,SP,11179
L5177-FREGUESIA DO O,2025-03-01,Capital,SÃO PAULO,SP,7878
L5178-PERIMETRAL,2025-03-01,RMSP,SANTO ANDRÉ,SP,7889
L5179-VILA YARA,2025-03-01,RMSP,OSASCO,SP,9612
L5180-FREI CANECA,2025-03-01,Capital,SÃO PAULO,SP,9006
L5181-RIBEIRAO PIRES,2025-03-01,RMSP,RIBEIRÃO PIRES,SP,2836
L5182-SAO JOSE DO RIO PRETO (DAMHA),2025-03-01,Interior,SÃO JOSÉ DO RIO PRETO,SP,4246
L5184-PRACA VARNHAGEM,2025-03-01,RJ,RIO DE JANEIRO,RJ,8220
L5185-CLODOMIRO,2025-03-01,Capital,SÃO PAULO,SP,4400
L5186-VILA DAS MERCES,2025-03-01,Capital,SÃO PAULO,SP,8141
L5187-MUTIRAO,2025-03-01,GO,GOIÂNIA,GO,3584
L5188-CAJAMAR,2025-03-01,RMSP,CAJAMAR,SP,9461
L5192-ALPHAVILLE CONDE,2025-03-01,RMSP,BARUERI,SP,7917
L5193-COTIA,2025-03-01,RMSP,COTIA,SP,7879
L5195-LEME,2025-03-01,Interior,LEME,SP,3315
L5197-LIMEIRA,2025-03-01,Interior,LIMEIRA,SP,4091
L5198-VILA RESENDE,2025-03-01,Interior,PIRACICABA,SP,4899
L5199-CASA VERDE,2025-03-01,Capital,SÃO PAULO,SP,7321
L5200-JUVENTUS,2025-03-01,Capital,SÃO PAULO,SP,6290
L5201-ANA COSTA,2025-03-01,Litoral,SANTOS,SP,10129
L5202-VILA CAICARA,2025-03-01,Litoral,PRAIA GRANDE,SP,10280
L5204-ITAQUA,2025-03-01,RMSP,ITAQUAQUECETUBA,SP,6395
L5205-GRANJA KM 26,2025-03-01,RMSP,COTIA,SP,3907
L5206-CACHOEIRINHA,2025-03-01,Capital,SÃO PAULO,SP,5358
L5207-SANTO ANDRE ORATORIO,2025-03-01,RMSP,SANTO ANDRÉ,SP,10162
L5209-ITABERABA,2025-03-01,Capital,SÃO PAULO,SP,8350
L5210-CAMPANELLA,2025-03-01,Capital,SÃO PAULO,SP,9522
L5213-REMEDIOS ONIX,2025-03-01,Capital,SÃO PAULO,SP,7064
L5214-SAO MIGUEL,2025-03-01,Capital,SÃO PAULO,SP,7772
L5215-VILA EMA,2025-03-01,Capital,SÃO PAULO,SP,7888
L5216-UBATUBA,2025-03-01,Litoral,UBATUBA,SP,6087
L5218-PARELHEIROS,2025-03-01,Capital,SÃO PAULO,SP,10520
L5219-AV. ITAQUERA,2025-03-01,Capital,SÃO PAULO,SP,8063
L5220-PLANALTO,2025-03-01,RMSP,SÃO BERNARDO DO CAMPO,SP,5328
L5221-BARUERI (BETHAVILLE),2025-03-01,RMSP,BARUERI,SP,8060
L5223-CAMPO LIMPO,2025-03-01,Capital,SÃO PAULO,SP,13697
L5225-ARUJA,2025-03-01,RMSP,ARUJÁ,SP,6867
L5227-CRUZEIRO,2025-03-01,Interior,CRUZEIRO,SP,5113
L5229-GLAUCIO GIL,2025-03-01,RJ,RIO DE JANEIRO,RJ,7996
L5230-LARGO DO MACHADO,2025-03-01,RJ,RIO DE JANEIRO,RJ,11696
L5231-SOROCABA PANNUNZIO,2025-03-01,Interior,SOROCABA,SP,6857
L5232-PARQUE ECOLOGICO,2025-03-01,Interior,INDAIATUBA,SP,8846
L5233-MONGAGUA,2025-03-01,Litoral,MONGAGUÁ,SP,8191
L5235-LOUVEIRA,2025-03-01,Interior,LOUVEIRA,SP,4265
L5236-JACAREI VILLA BRANCA,2025-03-01,Interior,JACAREÍ,SP,5205
L5237-PAULINIA,2025-03-01,Interior,PAULÍNIA,SP,7457
L5239-CACAPAVA,2025-03-01,Interior,CAÇAPAVA,SP,4957
L5240-BARAO GERALDO,2025-03-01,Interior,CAMPINAS,SP,5730
L5241-ITAPEVI,2025-03-01,RMSP,ITAPEVI,SP,8017
L5242-RECREIO,2025-03-01,RJ,RIO DE JANEIRO,RJ,3528
L5243-MONTE CASTELO,2025-03-01,Interior,SÃO JOSÉ DOS CAMPOS,SP,5451
L5244-TAGUATINGA SUL,2025-03-01,DF,BRASÍLIA,DF,4598
L5245-MAUA 2,2025-03-01,RMSP,MAUÁ,SP,8900
L5246-MALL MULTI GERMINARE,2025-03-01,Capital,SÃO PAULO,SP,12136
